DistName,RegnName,Year,ACT-Composite,ACT-Part_Rate,AP-11&12 Participating Students,AP-Total Exams,AP-Passed(%),AP-Exams Taken Per Student,Enrolled 4-Year,Total Graduated,Enrolled 4-Year (%),SAT-Total,SAT-Part_Rate,Wealth/ADA,Graduated 4-Year (%)
TOMBALL ISD,Houston,2018,22.888536751498584,31.178730416223488,490.3506738890023,1066.5179111342777,62.22685735417386,2.152882292099391,183.528021864236,766.0110062197552,23.920374075203384,1052.5371698352433,62.81033706424734,528064.2405981672,48.016428790010394
TOMBALL ISD,Houston,2019,22.89987894017624,31.194180728620033,490.59366232997803,1067.0464135679415,62.25769325970121,2.1539491316891333,183.6189673656554,766.3905954200624,23.932227580691592,1053.0587442504243,62.84146210739114,528325.9176252227,48.07235527888437
TOMBALL ISD,Houston,2020,22.91122112885389,31.209631041016568,490.83665077095367,1067.574916001606,62.28852916522854,2.1550159712788752,183.70991286707473,766.7701846203696,23.9440810861798,1053.5803186656053,62.872587150534976,528587.5946522782,48.12828176775834
WALLER ISD,Houston,2011,19.4,49.5,140.0,276.0,17.4,1.971428571,57.0,340.0,16.76470588,996.0,25.1,305105.0,26.0
WALLER ISD,Houston,2012,19.1,46.2,102.0,231.0,25.1,2.264705882,56.0,368.0,15.2173913,965.0,32.6,333304.0,36.0
WALLER ISD,Houston,2013,20.3,42.7,76.0,132.0,37.1,1.736842105,52.0,349.0,14.89971347,970.0,31.2,324502.0,38.0
WALLER ISD,Houston,2014,19.6,47.0,70.0,123.0,31.7,1.7571428569999998,53.0,351.0,15.0997151,933.0,36.5,299353.0,42.0
WALLER ISD,Houston,2015,19.2,56.0,101.0,143.0,30.8,1.415841584,67.0,334.0,20.05988024,929.0,32.6,319519.0,33.432887317021994
WALLER ISD,Houston,2016,18.0,69.5,118.0,175.0,29.7,1.483050847,80.0,384.0,20.83333333,930.0,41.4,303535.0,31.774841940340423
WALLER ISD,Houston,2017,17.9,76.3,148.0,258.0,35.3,1.7432432430000002,76.0,422.0,18.00947867,1014.0,34.4,334082.0,39.626506606575916
WALLER ISD,Houston,2018,19.108733071770192,55.434062134157934,108.07700796664015,191.51128029753394,29.648467883381358,1.7707910471176431,63.13359062317299,364.7412719153042,17.30488563353945,964.3350461022632,33.46963596469602,317688.12865595525,36.10717771390179
