DistName,Students Enrolled in Texas Public 4-year Universities,,Students Enrolled in Texas Public 2-year Colleges,,Students Not Located in Texas Public Higher Education,,Total High School Graduates,
234906   VAN ISD,23,14.5%,69,43.4%,67,42.1%,159,100.0%
158906   VAN VLECK ISD,12,17.1%,35,50.0%,23,32.9%,70,100.0%
180902   VEGA ISD,6,24.0%,11,44.0%,8,32.0%,25,100.0%
126908   VENUS ISD,12,10.8%,37,33.3%,62,55.9%,111,100.0%
226908   VERIBEST ISD,*,*,*,*,6,42.9%,14,100.0%
244903   VERNON ISD,16,13.2%,46,38.0%,59,48.8%,121,100.0%
235902   VICTORIA ISD,95,13.2%,287,39.8%,340,47.1%,722,100.0%
101865   VICTORY PREP,*,*,*,*,64,79.0%,81,100.0%
181907   VIDOR ISD,46,14.2%,78,24.1%,200,61.7%,324,100.0%
161914   WACO ISD,57,7.5%,337,44.4%,365,48.1%,759,100.0%
089905   WAELDER ISD,*,*,*,*,13,86.7%,15,100.0%
226906   WALL ISD,42,50.0%,24,28.6%,18,21.4%,84,100.0%
237904   WALLER ISD,56,15.2%,103,28.0%,209,56.8%,368,100.0%
018905   WALNUT SPRINGS ISD,*,*,*,*,9,69.2%,13,100.0%
229904   WARREN ISD,23,31.9%,12,16.7%,37,51.4%,72,100.0%
102903   WASKOM ISD,*,*,*,*,31,75.6%,41,100.0%
226905   WATER VALLEY ISD,*,*,*,*,7,36.8%,19,100.0%
070801   WAXAHACHIE FAITH FAMILY ACADEMY,*,*,*,*,8,50.0%,16,100.0%
070912   WAXAHACHIE ISD,95,18.4%,177,34.2%,245,47.4%,517,100.0%
184903   WEATHERFORD ISD,85,16.7%,191,37.6%,232,45.7%,508,100.0%
240904   WEBB CISD,7,28.0%,7,28.0%,11,44.0%,25,100.0%
045905   WEIMAR ISD,12,25.5%,17,36.2%,18,38.3%,47,100.0%
044902   WELLINGTON ISD,13,36.1%,8,22.2%,15,41.7%,36,100.0%
223904   WELLMAN-UNION CISD,*,*,*,*,*,*,9,100.0%
037909   WELLS ISD,*,*,*,*,10,45.5%,22,100.0%
108913   WESLACO ISD,224,21.8%,349,33.9%,457,44.4%,"1,030",100.0%
100908   WEST HARDIN COUNTY CISD,7,14.3%,10,20.4%,32,65.3%,49,100.0%
161916   WEST ISD,17,13.8%,59,48.0%,47,38.2%,123,100.0%
181906   WEST ORANGE-COVE CISD,29,21.8%,47,35.3%,57,42.9%,133,100.0%
178915   WEST OSO ISD,29,25.4%,24,21.1%,61,53.5%,114,100.0%
201914   WEST RUSK ISD,*,*,*,*,13,31.0%,42,100.0%
202905   WEST SABINE ISD,5,12.8%,14,35.9%,20,51.3%,39,100.0%
168903   WESTBROOK ISD,*,*,*,*,5,45.5%,11,100.0%
220810   WESTLAKE ACADEMY CHARTER SCHOOL,*,*,*,*,9,32.1%,28,100.0%
001908   WESTWOOD ISD,18,17.7%,30,29.4%,54,52.9%,102,100.0%
241904   WHARTON ISD,12,8.7%,77,55.8%,49,35.5%,138,100.0%
242903   WHEELER ISD,*,*,*,*,*,*,17,100.0%
033904   WHITE DEER ISD,6,20.7%,14,48.3%,9,31.0%,29,100.0%
092908   WHITE OAK ISD,9,9.6%,44,46.8%,41,43.6%,94,100.0%
220920   WHITE SETTLEMENT ISD,46,10.3%,144,32.3%,256,57.4%,446,100.0%
040902   WHITEFACE CISD,*,*,*,*,7,41.2%,17,100.0%
212906   WHITEHOUSE ISD,64,20.7%,119,38.4%,127,41.0%,310,100.0%
091909   WHITESBORO ISD,11,11.3%,33,34.0%,53,54.6%,97,100.0%
091910   WHITEWRIGHT ISD,8,15.7%,18,35.3%,25,49.0%,51,100.0%
110908   WHITHARRAL ISD,*,*,*,*,*,*,10,100.0%
109911   WHITNEY ISD,20,23.3%,30,34.9%,36,41.9%,86,100.0%
243905   WICHITA FALLS ISD,219,24.3%,184,20.4%,498,55.3%,901,100.0%
170904   WILLIS ISD,88,22.6%,97,24.9%,204,52.4%,389,100.0%
234907   WILLS POINT ISD,22,13.6%,48,29.6%,92,56.8%,162,100.0%
153907   WILSON ISD,*,*,,,*,*,5,100.0%
105905   WIMBERLEY ISD,54,30.2%,55,30.7%,70,39.1%,179,100.0%
005904   WINDTHORST ISD,13,31.7%,9,22.0%,19,46.3%,41,100.0%
057828   WINFREE ACADEMY CHARTER SCHOOLS,7,1.9%,102,27.2%,266,70.9%,375,100.0%
248902   WINK-LOVING ISD,7,30.4%,9,39.1%,7,30.4%,23,100.0%
250907   WINNSBORO ISD,17,21.0%,15,18.5%,49,60.5%,81,100.0%
212910   WINONA ISD,5,8.8%,23,40.4%,29,50.9%,57,100.0%
200904   WINTERS ISD,14,35.0%,5,12.5%,21,52.5%,40,100.0%
174906   WODEN ISD,8,12.9%,16,25.8%,38,61.3%,62,100.0%
116909   WOLFE CITY ISD,11,28.2%,10,25.6%,18,46.2%,39,100.0%
196902   WOODSBORO ISD,*,*,*,*,16,47.1%,34,100.0%
224902   WOODSON ISD,*,*,*,*,,,9,100.0%
229903   WOODVILLE ISD,26,37.1%,14,20.0%,30,42.9%,70,100.0%
081905   WORTHAM ISD,*,*,*,*,14,43.8%,32,100.0%
043914   WYLIE ISD,119,16.8%,259,36.6%,329,46.5%,707,100.0%
221912   WYLIE ISD,43,20.2%,84,39.4%,86,40.4%,213,100.0%
250905   YANTIS ISD,*,*,*,*,11,78.6%,14,100.0%
101845   YES PREP PUBLIC SCHOOLS INC,82,41.6%,11,5.6%,104,52.8%,197,100.0%
062903   YOAKUM ISD,14,15.7%,37,41.6%,38,42.7%,89,100.0%
062904   YORKTOWN ISD,*,*,*,*,23,62.2%,37,100.0%
071905   YSLETA ISD,715,23.6%,"1,120",36.9%,"1,201",39.6%,"3,036",100.0%
253901   ZAPATA COUNTY ISD,49,27.7%,45,25.4%,83,46.9%,177,100.0%
003906   ZAVALLA ISD,5,17.2%,9,31.0%,15,51.7%,29,100.0%
025906   ZEPHYR ISD,*,*,,,5,62.5%,8,100.0%
