DistName,RegnName,Year,Enrolled 4-Year,Total Graduated,Enrolled 4-Year (%)
WOLFE CITY ISD,Richardson,2013,6,33,18.18181818
WOLFE CITY ISD,Richardson,2014,15,47,31.91489362
WOLFE CITY ISD,Richardson,2017,7,44,15.90909091
WYLIE ISD,Richardson,2011,121,721,16.78224688
WYLIE ISD,Richardson,2012,119,707,16.83168317
WYLIE ISD,Richardson,2013,152,802,18.95261845
WYLIE ISD,Richardson,2014,139,794,17.50629723
WYLIE ISD,Richardson,2015,154,858,17.94871795
WYLIE ISD,Richardson,2016,199,949,20.96944152
WYLIE ISD,Richardson,2017,187,993,18.83182276
