DistName,Students Enrolled in Texas Public 4-year Universities,,Students Enrolled in Texas Public 2-year Colleges,,Students Not Located in Texas Public Higher Education,,Total High School Graduates,
091908   VAN ALSTYNE ISD,20,20.8%,37,38.5%,39,40.6%,96,100.0%
234906   VAN ISD,13,8.6%,61,40.1%,78,51.3%,152,100.0%
158906   VAN VLECK ISD,9,13.4%,26,38.8%,32,47.8%,67,100.0%
108808   VANGUARD ACADEMY,*,*,*,*,7,35.0%,20,100.0%
180902   VEGA ISD,15,50.0%,7,23.3%,8,26.7%,30,100.0%
126908   VENUS ISD,19,15.8%,32,26.7%,69,57.5%,120,100.0%
226908   VERIBEST ISD,*,*,*,*,*,*,11,100.0%
244903   VERNON ISD,25,19.8%,38,30.2%,63,50.0%,126,100.0%
235902   VICTORIA ISD,127,16.9%,269,35.8%,356,47.3%,752,100.0%
101865   VICTORY PREP,7,11.5%,9,14.8%,45,73.8%,61,100.0%
181907   VIDOR ISD,47,12.6%,59,15.9%,266,71.5%,372,100.0%
161914   WACO ISD,56,8.1%,262,38.0%,372,53.9%,690,100.0%
089905   WAELDER ISD,,,*,*,8,88.9%,9,100.0%
226906   WALL ISD,49,60.5%,10,12.4%,22,27.2%,81,100.0%
237904   WALLER ISD,53,15.1%,95,27.1%,203,57.8%,351,100.0%
018905   WALNUT SPRINGS ISD,,,*,*,*,*,8,100.0%
229904   WARREN ISD,12,16.7%,20,27.8%,40,55.6%,72,100.0%
102903   WASKOM ISD,11,18.0%,26,42.6%,24,39.3%,61,100.0%
226905   WATER VALLEY ISD,*,*,*,*,11,39.3%,28,100.0%
070801   WAXAHACHIE FAITH FAMILY ACADEMY,,,10,58.8%,7,41.2%,17,100.0%
070912   WAXAHACHIE ISD,112,20.1%,177,31.8%,268,48.1%,557,100.0%
184903   WEATHERFORD ISD,77,15.6%,203,41.2%,213,43.2%,493,100.0%
240904   WEBB CISD,12,42.9%,11,39.3%,5,17.9%,28,100.0%
045905   WEIMAR ISD,6,15.0%,14,35.0%,20,50.0%,40,100.0%
044902   WELLINGTON ISD,11,29.0%,9,23.7%,18,47.4%,38,100.0%
223904   WELLMAN-UNION CISD,,,*,*,5,62.5%,8,100.0%
037909   WELLS ISD,*,*,*,*,10,47.6%,21,100.0%
108913   WESLACO ISD,254,24.8%,335,32.7%,436,42.5%,"1,025",100.0%
100908   WEST HARDIN COUNTY CISD,*,*,*,*,21,70.0%,30,100.0%
161916   WEST ISD,8,7.7%,62,59.6%,34,32.7%,104,100.0%
181906   WEST ORANGE-COVE CISD,25,20.8%,35,29.2%,60,50.0%,120,100.0%
178915   WEST OSO ISD,22,20.2%,16,14.7%,71,65.1%,109,100.0%
201914   WEST RUSK COUNTY CONSOLIDATED ISD,*,*,*,*,41,61.2%,67,100.0%
202905   WEST SABINE ISD,17,30.4%,8,14.3%,31,55.4%,56,100.0%
168903   WESTBROOK ISD,*,*,*,*,9,75.0%,12,100.0%
220810   WESTLAKE ACADEMY CHARTER SCHOOL,18,33.3%,12,22.2%,24,44.4%,54,100.0%
073904   WESTPHALIA ISD,,,,,17,100.0%,17,100.0%
001908   WESTWOOD ISD,13,16.5%,19,24.1%,47,59.5%,79,100.0%
241904   WHARTON ISD,12,10.3%,47,40.5%,57,49.1%,116,100.0%
242903   WHEELER ISD,5,20.0%,9,36.0%,11,44.0%,25,100.0%
033904   WHITE DEER ISD,5,25.0%,8,40.0%,7,35.0%,20,100.0%
092908   WHITE OAK ISD,11,13.8%,33,41.3%,36,45.0%,80,100.0%
220920   WHITE SETTLEMENT ISD,65,15.8%,128,31.1%,219,53.2%,412,100.0%
040902   WHITEFACE CISD,*,*,*,*,7,29.2%,24,100.0%
212906   WHITEHOUSE ISD,47,15.9%,111,37.6%,137,46.4%,295,100.0%
091909   WHITESBORO ISD,18,17.5%,33,32.0%,52,50.5%,103,100.0%
091910   WHITEWRIGHT ISD,10,19.6%,19,37.3%,22,43.1%,51,100.0%
110908   WHITHARRAL ISD,*,*,*,*,*,*,9,100.0%
109911   WHITNEY ISD,14,14.3%,44,44.9%,40,40.8%,98,100.0%
243905   WICHITA FALLS ISD,229,24.5%,168,18.0%,537,57.5%,934,100.0%
170904   WILLIS ISD,58,16.2%,102,28.4%,199,55.4%,359,100.0%
234907   WILLS POINT ISD,26,15.3%,44,25.9%,100,58.8%,170,100.0%
153907   WILSON ISD,*,*,*,*,10,66.7%,15,100.0%
105905   WIMBERLEY ISD,47,29.0%,27,16.7%,88,54.3%,162,100.0%
005904   WINDTHORST ISD,11,27.5%,16,40.0%,13,32.5%,40,100.0%
057828   WINFREE ACADEMY CHARTER SCHOOLS,*,*,*,*,274,75.5%,363,100.0%
248902   WINK-LOVING ISD,*,*,*,*,15,65.2%,23,100.0%
250907   WINNSBORO ISD,15,16.3%,41,44.6%,36,39.1%,92,100.0%
212910   WINONA ISD,,,40,57.1%,30,42.9%,70,100.0%
200904   WINTERS ISD,10,27.8%,8,22.2%,18,50.0%,36,100.0%
174906   WODEN ISD,9,17.0%,10,18.9%,34,64.2%,53,100.0%
116909   WOLFE CITY ISD,15,31.9%,18,38.3%,14,29.8%,47,100.0%
196902   WOODSBORO ISD,9,23.1%,16,41.0%,14,35.9%,39,100.0%
224902   WOODSON ISD,*,*,*,*,*,*,*,*
229903   WOODVILLE ISD,18,29.0%,21,33.9%,23,37.1%,62,100.0%
081905   WORTHAM ISD,*,*,*,*,9,24.3%,37,100.0%
043914   WYLIE ISD,139,17.5%,284,35.8%,371,46.7%,794,100.0%
221912   WYLIE ISD,71,33.3%,54,25.4%,88,41.3%,213,100.0%
250905   YANTIS ISD,*,*,*,*,11,47.8%,23,100.0%
101845   YES PREP PUBLIC SCHOOLS INC,200,44.0%,68,15.0%,187,41.1%,455,100.0%
062903   YOAKUM ISD,18,14.5%,41,33.1%,65,52.4%,124,100.0%
062904   YORKTOWN ISD,*,*,*,*,17,51.5%,33,100.0%
071905   YSLETA ISD,785,27.0%,985,33.9%,"1,134",39.1%,"2,904",100.0%
253901   ZAPATA COUNTY ISD,50,25.8%,58,29.9%,86,44.3%,194,100.0%
003906   ZAVALLA ISD,5,20.0%,9,36.0%,11,44.0%,25,100.0%
025906   ZEPHYR ISD,*,*,*,*,5,35.7%,14,100.0%
